0.312243	0.58034	0	0	0.312243	0.58034	0.6	0.6	5.19994	0
0.779913	0.722413	6.65259	1.97674	0.862916	0.534212	0.859997	0.600045	5.19975	0.00179686
1.19545	0.535063	10.3167	-0.0105176	1.17385	0.481073	1.11998	0.600225	5.19943	0.00538996
1.03211	0.563929	4.61321	2.6006	0.969149	0.397513	1.37996	0.600629	5.19898	0.0107781
1.35877	0.703667	4.975	2.20633	1.65063	0.62469	1.6399	0.601347	5.19839	0.0179597
1.71966	0.648446	5.39616	1.08095	1.62331	0.499091	1.89982	0.60247	5.19766	0.0269323
2.03462	0.698956	5.51682	0.946256	2.18882	0.648739	2.1597	0.604086	5.19678	0.0376932
2.27665	0.698632	5.29901	0.729449	1.96701	0.557117	2.41954	0.606284	5.19573	0.0502389
2.56596	0.724785	5.35238	0.647881	2.65526	0.66598	2.67932	0.609155	5.1945	0.0645654
2.8481	0.709108	5.33672	0.419564	2.92034	0.645898	2.93904	0.612786	5.19309	0.080668
3.09645	0.716524	5.30674	0.385493	3.01222	0.637046	3.19869	0.617267	5.19147	0.0985415
3.39229	0.644275	5.33376	0.00783767	3.56096	0.485311	3.45825	0.622685	5.18963	0.11818
3.70716	0.578325	5.43076	-0.26584	3.89365	0.311793	3.71772	0.62913	5.18754	0.139576
3.98896	0.594126	5.47848	-0.161551	4.19786	0.698311	3.97708	0.636689	5.18519	0.162724
4.27109	0.583745	5.49282	-0.172863	4.30935	0.578564	4.23632	0.645449	5.18256	0.187614
4.5282	0.601625	5.34028	-0.0921347	4.61908	0.68951	4.49542	0.655498	5.17962	0.214238
4.71591	0.675072	5.19702	0.191231	4.35143	0.899174	4.75437	0.666921	5.17634	0.242587
4.96798	0.671294	5.04539	0.130769	5.20901	0.66599	5.01315	0.679804	5.1727	0.272649
5.27045	0.666184	5.13521	0.0820324	5.51894	0.648233	5.27175	0.694234	5.16867	0.304413
5.53204	0.67154	5.27133	0.0994464	5.22834	0.639362	5.53013	0.710295	5.16422	0.337868
5.83254	0.682266	5.33644	0.110531	6.022	0.708619	5.78828	0.728072	5.15932	0.372999
6.07232	0.624862	5.13026	-0.097992	5.89392	0.373584	6.04618	0.747647	5.15393	0.409793
6.32649	0.71538	5.11591	0.194783	6.34249	0.948833	6.30379	0.769103	5.14803	0.448233
6.57681	0.744203	5.06476	0.249697	6.62134	0.836138	6.5611	0.792523	5.14157	0.488305
6.82284	0.744436	5.05309	0.214011	6.78214	0.714036	6.81808	0.817988	5.13452	0.52999
7.06415	0.730171	4.8782	0.12461	7.29121	0.630741	7.07469	0.845578	5.12685	0.573269
7.27681	0.808519	4.81423	0.342227	7.13735	0.957217	7.3309	0.875373	5.11851	0.618123
7.57715	0.822484	5.15903	0.350038	8.08349	0.819605	7.58668	0.907449	5.10946	0.664531
7.83225	0.801356	5.15813	0.237829	7.80533	0.719126	7.84199	0.941886	5.09966	0.712469
8.08009	0.818376	4.97765	0.238273	8.40453	0.884557	8.0968	0.978759	5.08907	0.761915
8.3156	0.834994	4.95297	0.253549	8.24796	0.840322	8.35106	1.01814	5.07766	0.812843
8.58966	0.92518	5.23507	0.498549	8.45858	1.41118	8.60472	1.06011	5.06537	0.865226
8.83257	0.985378	5.19765	0.601561	8.74615	1.04858	8.85775	1.10473	5.05216	0.919037
9.12498	1.02382	5.2447	0.620209	9.8809	1.1419	9.1101	1.15208	5.03798	0.974245
9.36589	1.05535	5.20593	0.624352	9.25579	1.04913	9.36172	1.20223	5.0228	1.03082
9.64723	1.12928	5.25582	0.745225	10.1016	1.52474	9.61255	1.25524	5.00656	1.08873
9.9269	1.26203	5.2754	1.01115	10.0484	1.44598	9.86254	1.31118	4.98922	1.14794
10.1723	1.34414	5.01771	1.07333	10.5377	1.72555	10.1117	1.37011	4.97074	1.20841
10.3932	1.4237	4.95965	1.14951	10.2492	1.45907	10.3598	1.4321	4.95106	1.2701
10.6232	1.49403	4.72569	1.15921	10.9084	1.70343	10.6069	1.49721	4.93014	1.33298
10.841	1.51955	4.69687	1.07223	10.7313	1.45265	10.853	1.56549	4.90794	1.39701
11.1124	1.56198	4.88905	1.05382	11.4783	1.42876	11.0979	1.637	4.8844	1.46213
11.3948	1.60813	4.95939	1.03039	11.587	1.61462	11.3416	1.71179	4.85948	1.52832
11.6263	1.64921	4.86316	0.993818	11.4763	1.53917	11.584	1.78992	4.83313	1.59551
11.853	1.71884	4.83032	1.05068	11.7788	1.74591	11.8251	1.87144	4.80531	1.66366
12.1137	1.80258	4.99073	1.15404	12.136	2.14937	12.0647	1.95639	4.77598	1.73273
12.3589	1.83318	4.98675	1.08066	12.3226	1.78353	12.3029	2.04482	4.74508	1.80265
12.6185	1.8819	5.09365	1.07794	12.5457	1.77728	12.5394	2.13677	4.71257	1.87338
12.819	2.03381	4.98023	1.35171	12.5924	2.17509	12.7743	2.23227	4.67842	1.94485
